Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tonga 71,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
Banks Peninsula
,"Hutt Intermediate School, 7 Kauri Street",0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6,0
,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",1,1,4,18,0,112,13,8,1,2,0,0,0,0,0,2,0,162,4
Melling,"Hutt City Church, 31B Marsden Street",0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,9,0
Moera,"Moera Community Hall, 107 Randwick Crescent",0,1,0,0,0,37,2,0,0,3,0,0,0,0,0,1,0,44,1
,"Randwick School, 59 Randwick Road",0,0,0,2,0,11,4,0,0,2,0,0,0,0,0,0,0,19,0
Petone,"Petone Central School, 16 Britannia Street",0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0
,"Petone Library and Heritage Centre, 7 Britannia Street",4,0,0,17,0,82,6,2,0,11,0,1,0,0,0,4,3,130,3
,"Petone Working Men's Club, 47 Udy Street",0,0,1,2,0,37,7,1,2,3,0,0,0,0,0,2,0,55,1
,"Wilford School, 100 William Street",0,0,0,2,0,12,1,1,0,2,0,0,0,0,0,0,0,18,0
Seaview,"Kokiri Marae, 7-9 Barnes Street",0,1,0,3,0,17,4,1,0,0,0,0,0,0,0,0,0,26,0
,"Wainuiomata War Memorial Hall, 1 Queen Street",0,1,1,1,0,7,1,0,0,0,0,0,0,0,0,0,1,12,0
Waiwhetu,"Waiwhetu Marae Meeting House, 21 Puketapu Grove",0,2,0,4,0,44,14,1,0,4,0,0,0,0,0,0,0,69,3
Waterloo,"Waterloo School, 26 Hardy Street",0,1,0,5,0,15,1,1,0,1,0,0,0,0,0,0,0,24,0
Ilam
,Rest Homes Team - Taken in Ilam,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,8,0
Avonhead,"Avonhead Primary School Hall, 55 Avonhead Road",0,0,0,3,0,7,1,2,0,0,0,0,0,0,0,0,0,13,0
,"Burnside Bowls Club, 330 Avonhead Road",1,0,0,2,0,11,1,1,0,0,0,0,0,0,0,0,0,16,0
,"Merrin School Hall, 41 Merrin Street",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0
Bishopdale,"Cotswold School Hall, 50 Cotswold Avenue",0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,6,0
,"Ōrauwhata Bishopdale Library & Community Centre, 13 Bishopdale Court",0,2,1,6,0,56,6,5,0,2,0,0,0,0,0,3,0,81,2
Bryndwr,"Wairakei School Hall, 250 Wairakei Road",1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,11,0
,"Fendalton Community Centre, 170 Clyde Road",0,0,0,6,0,28,3,5,0,2,0,0,0,0,0,0,0,44,0
Harewood,"Business Park, 100 Orchard Road",1,0,0,2,0,3,0,4,0,1,0,0,0,0,0,0,0,11,1
Ilam,"University Canterbury, Student Association Haere-Roa, Ilam Road",1,0,0,7,0,8,4,0,1,0,0,0,0,0,0,0,0,21,1
,"University of Canterbury, James Hight Library, Ilam Campus, Ilam Road",1,0,0,46,0,59,13,5,0,3,0,0,0,0,0,5,0,132,0
