Party and Electorate Candidate Votes Recorded at each Voting Place
Mana 20,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
,"Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street",47,6,2,117,0,545,4,169,14,22,0,4,0,2,0,18,1,951,5
,"Whitireia New Zealand (Room C020), 3 Wi Neera Drive (Gate 3 or 4)",5,0,1,16,0,81,1,14,3,1,1,0,0,0,0,3,0,126,1
Porirua East,"Porirua East School Hall, 8 Martin Street",2,1,0,8,0,75,1,2,2,3,0,2,0,0,0,2,0,98,3
Pukerua Bay,"Pukerua Bay School Hall, 89 Rawhiti Road",16,0,1,64,0,162,1,33,4,8,0,0,0,0,0,2,0,291,1
Raumati Beach,"Raumati Beach School Hall, 26-34 Raumati Road",34,4,0,77,0,300,2,127,3,7,0,0,0,0,0,11,0,565,3
Raumati South,"Raumati South School Hall, 56 Matai Road",19,0,0,66,0,151,1,59,2,6,0,0,1,0,0,5,0,310,1
Taitā,"Walter Nash Centre, 26 Taine Street",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,1
Takapūwāhia,"Takapūwāhia Te Puna Ora, Corner Te Hiko Street & Ngatitoa Street",2,1,0,4,0,46,0,7,2,1,0,0,0,0,0,1,1,65,2
,"Tawa Community Centre, 5 Cambridge Street",59,8,0,85,0,548,2,199,9,14,0,2,0,0,0,19,1,946,4
,"Tawa School, 6a Oxford Street",2,0,0,4,0,43,0,12,2,2,0,0,0,0,0,1,0,66,0
Titahi Bay,"Titahi Bay Intermediate School Hall, 16 Kahutea Terrace",11,0,1,16,0,115,2,27,0,4,1,2,0,0,0,6,2,187,2
,"Titahi Bay School Hall, 11 Kura Street",7,0,0,30,0,139,0,17,2,13,0,7,0,0,0,3,0,218,0
Upper Hutt,"The Mall, former t&t shop, Ground Floor, 185 Main Street",1,0,0,0,0,21,0,5,0,1,0,1,0,0,0,0,0,29,0
Waitangirua,"Congregational Christian Church of Samoa, Corner Louisa Grove & Waihemo Street",1,0,0,6,0,126,2,5,0,2,1,0,0,0,0,0,0,143,1
,"Corinna School Hall, 36 Kalingo Street",1,0,0,2,0,66,3,6,1,2,0,0,0,0,0,1,0,82,0
,"Maraeroa Marae Health Centre, 128 Corinna Street",3,1,0,4,0,60,1,6,0,1,0,0,0,0,0,0,0,76,1
,"Te Kura Māori o Porirua, 392 Warspite Avenue",1,1,0,1,0,45,0,5,0,1,0,0,0,0,0,4,0,58,0
Wellington City,"Asteron Centre Foyer, 55 Featherston Street",52,2,1,95,0,308,3,111,5,7,0,1,0,0,0,24,0,609,2
,"Pop Up Voting Place, 73 Manners Street",8,2,0,36,0,75,2,26,1,2,0,0,0,1,0,6,0,159,1
,"Pop Up Voting Place, Dukes Arcade, 105 Willis Street",9,0,0,10,0,31,1,16,0,1,0,0,0,1,0,2,0,71,0
,"Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay",19,1,1,40,0,139,4,50,1,3,0,0,0,0,0,10,1,269,0
,"Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay",8,0,1,10,0,26,2,18,2,0,0,0,0,0,0,3,0,70,0
Whitby,"Discovery School Hall, 2 Pullen Lane",32,0,0,45,0,227,0,107,2,8,0,4,0,0,0,13,0,438,0
,"Postgate School Hall, 3 Staithes Drive North",10,0,0,8,0,79,0,19,1,2,0,0,0,0,0,4,0,123,1
,"St Mary's Church, Discovery Drive (Whitby Shopping Centre)",35,0,1,25,0,231,0,135,3,5,0,3,0,0,0,3,0,441,3
,"The Anchor Church, 1 Joseph Banks Drive",34,0,0,23,0,125,0,103,2,2,0,1,0,0,0,3,0,293,0

Voting Places
Aotea,"Aotea College Gym, Entrance from Whitford Brown Drive",19,0,1,17,0,165,5,102,1,4,0,1,0,0,0,9,2,326,1
,"Horouta Marae Kōhanga Reo, 5 Whitford Brown Avenue",7,1,1,10,0,109,3,24,1,8,0,2,0,0,0,4,0,170,1
Ascot Park,"Rangikura School Hall, 95 Conclusion Street",6,3,1,13,0,140,2,22,0,8,0,1,0,0,0,4,0,200,1
Cannons Creek,"Cannons Creek School Hall, 5 Warspite Avenue",4,6,1,13,1,237,1,16,5,8,0,5,0,0,0,2,3,302,5
,"Maraeroa School Hall, 47 Driver Crescent",1,1,0,7,0,109,1,6,2,4,0,0,0,0,0,8,2,141,0
,"Russell School Hall, 18 Fantame Street",1,5,1,8,0,117,1,1,1,1,0,2,0,0,0,0,0,138,0
Elsdon,"Porirua School, 1 Awarua Street",6,1,4,11,0,100,2,13,1,9,0,3,0,0,0,5,0,155,1
Johnsonville,"Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road",1,1,0,1,0,9,0,3,2,0,0,0,0,0,0,1,0,18,0
,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",1,0,0,0,1,8,0,5,0,0,0,0,0,0,0,0,0,15,2
Kilbirnie,"ASB Sports Centre, 72 Kemp Street",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,7,0
Linden,"Linden Social Centre, 10 Linden Avenue",34,6,2,44,0,291,3,111,7,14,0,2,0,1,0,13,0,528,5
Lower Hutt,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",2,0,0,3,0,9,0,4,0,0,0,1,0,0,0,0,0,19,0
Mana,"St Barnabas' Church Hall, 106a Mana Esplanade",21,1,0,39,0,149,1,97,2,7,0,1,0,1,0,10,0,329,0
,"Newtown School Hall, Corner Riddiford & Mein Streets",1,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,10,0
,"Pop Up Voting Place, 199 Riddiford Street, next to New World",0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,6,0
Paekākāriki,"Paekākāriki School Hall, 100 Wellington Road",6,4,2,72,0,112,0,19,2,6,0,1,0,0,0,5,0,229,0
,"St Peter's Village Hall, Corner Beach Road & Ames Street",11,1,0,74,0,97,1,24,2,10,0,1,1,0,0,2,0,224,2
Papakōwhai,"Papakōwhai School Hall, 17 Spey Place",28,4,0,18,0,162,2,86,5,7,0,0,0,0,0,10,1,323,2
Paraparaumu,"Kapiti Primary School Hall, Corner Kapiti & Rimu Roads",4,0,0,7,0,46,2,21,1,1,0,0,0,0,0,5,0,87,1
