Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tokerau 70,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
East Coast Bays
,"Glenfield Primary School, 101 Chivalry Road",0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,7,0
,"Marlborough Primary School, 4 Wykeham Place",0,0,0,3,0,9,3,0,0,4,0,0,0,0,0,0,0,19,0
,"The Salvation Army Glenfield, 430 Glenfield Road (corner Glenfield & Kaipatiki Roads)",0,0,1,2,0,15,3,1,0,2,0,0,0,0,0,0,0,24,0
,"Windy Ridge School, 54 Seaview Road",0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,6,0
Little Shoal Bay,"Northcote Bowling Club, 9 Council Terrace",1,0,0,1,0,2,0,2,0,3,0,0,0,0,0,1,0,10,0
,"Northcote Citizens Centre Hall, Corner Ernie Mays Street & College Road",0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0
,"Northcote Intermediate, 145 Lake Road",0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,7,0
,"Northcote Primary School, Corner Lake & Onewa Roads",0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,7,0
,"Sunnybrae Normal School, 36 Sunnybrae Road",0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,11,0
,"Willow Park School, 13 Compton Street",0,0,2,0,0,12,1,1,0,1,0,0,0,0,0,0,0,17,1
Northland
Ahipara,"Ahipara School, Main Road",1,11,3,4,0,60,8,3,0,12,0,1,0,0,0,1,0,104,4
Awanui,"Awanui School, 172 Far North Road (State Highway 1)",0,1,3,5,0,35,10,1,0,5,0,2,0,0,0,0,0,62,0
Broadwood,"Broadwood Area School, 1041 Broadwood Road",0,0,2,0,0,12,1,1,0,1,0,0,0,0,0,0,0,17,1
Dargaville,"Dargaville Baptist Church Hall, 187 Victoria Street",1,0,2,2,0,37,1,4,0,2,0,0,0,0,0,2,0,51,0
,"Northern Wairoa Memorial Hall, Conference Room, 37 Hokianga Road",0,1,2,0,0,25,2,6,1,1,0,0,0,0,0,1,2,41,1
